Company Name,Description,Address,Telephone Number,Fax Number,Telex Number,Website,Email Address,Category
Union Star Surveyors Ltd,"Bunker survey, vessel on/off hire, air and sea cargo survey, yacht and cargo lashing, reefer cargo inspection, pre-shipment inspection, etc.","Room 1008,
10/F,
MTL Berth 1,
Kwai Chung,
Hong Kong.",(852) 2424-5521,(852) 2419-0467,,,survey@union-star.com.hk, Surveyors
United Asia Bunkering & Trading Limited,Hong Kong Physical Supplier for fuel oil and low sulphur marine gasoil,"Unit 02, 36/F,
Citicorp Centre,
18 Whitfield Road,
Hong Kong. ",(852) 9138-9311,(852) 3956-8723,,http://www.uabt.com,general@uabt.com, Bunkers
United Shipchandlers Limited,"General ship suppliers, safety gear manufacturers, ship stores exporter and importer, European food importer, ""Dry Cargo"" sealing tapes agent. ","8/F.,
Tung Cheong Industrial Bldg.,
177-181 Yeung Uk Road,
Tsuen Wan,
New Territories,
Hong Kong.",(852) 2816-7228 ,(852) 2816-7107,,,info@unitedshipchandlers.com , Marine Suppliers (General Stores)
Univan Commercial Services Limited,"Vessel Sale & Purchase brokers, Chartering of vessels, Commercial operations/ Post-fixture services, New building brokers, Vessel inspections.","35/F.,
Citicorp Centre,
18 Whitfield Road,
North Point,
Hong Kong.",(852) 3143-7706 / (852) 3143-7690,(852) 2861-0742,,http://www.univan.com,commercial@univan.com," Maritime Consultancy, Ship Brokers"
Univan Ship Management Ltd,"Technical / Manning / Shipbroking / Marine asset valuation / Demolition / Supervision / Insurance / New-building & conversion consultancy / Ship inspection, etc.","35/F,
Citicorp Centre,
18 Whitfield Road,
North Point,
Hong Kong.",(852) 3143-7788,(852) 2861-0742,,http://www.univan.com,business@univan.com, Ship Management
V Ships (Hong Kong) Limited,"Ship management, crew management , Marine Technical Services, Supply Chain Services.","905, 
Silvercord Tower 2,
30 Canton Road,
Tsim Sha Tsui,
Hong Kong.",(852) 9091-7675,(852) 3017-3979,,http://www.vships.com,Hongkong@vships.com," Maritime Consultancy, Passenger Ferry Services, Ship Brokers, Ship Management, Shipping Companies"
"Valles Steamship Co Ltd., Hong Kong",Managing agent for ship-owners.,"Rms. 6111-12,
61st Floor,
The Center,
99 Queen's Road Central,
Hong Kong. ","(852) 2877-9189
(852) 2524-7111",(852) 2868-4014,,http://www.vallesgroup.com,hongkong@vallesfleet.com, Ship Management
Vermont Marine Bunkering Ltd.,"Bunker supply, bunker transportation, bunker trading.","Room 3101, 3107-10,
118 Connaught Road West,
Sai Ying Pun,
Hong Kong.",(852) 2803-0608,(852) 2527-3851 ,,http://www.vermont.com.hk,vermont@vermont.com.hk, Bunkers
Viatech Engineering Ltd.,"[Local Shipping Agents] Ship Agent in HK. Ship engineering & commercial management specialize in heavy lift transportation, ship building & designing.
[Ship Management] Ship management, ship operations, ship agency, manning technical services & new building consultancy.  
","15/F.,
29 Austin Road, 
Tsim Sha Tsui,
Kowloon,
Hong Kong.",(852) 2735-8860,(852) 2735-8900,,http://www.viatechheavylift.com/,info@viatechship.com," Local Shipping Agents, Ship Management"
Vico Shipping Company,5 branches office in Mainland and Vietnam. Focus on Indochina market. Professional support and solution in logistics.,"Rm 1203-6,
Laws Commercial Plaza,
788 cheung Sha Wan Road,
Lai Chi Kok,
Kowloon,
Hong Kong.",(852) 2332-2908,(852) 2332-9038,,http://www.vico.com.hk,jacky.yip@vico.com.hk, Freight Forwarders/Logistics
Voith Turbo Ltd.,"Voith Schneider Propeller, Radial Propeller, Inline Thruster / Propeller,  Linear Jet, Steamtrac, Voith Water Tractor, Voith Offshore Shuttle, Marine Engineering","908,
Guardforce Centre,
3 Hok Yuen Street East,
Hung Hom,
Kowloon,
Hong Kong.",(852) 2774-4083,(852) 2362-5676,,http://www.voithturbo.com/,willie.yeung@voith.com, Marine Suppliers (Equipment)
Wah Shun Shipping Co Ltd,Provides service to inter-group of companies,"Rm 3101,
31/F.,
China Merchants Tower,
168-200 Connaught Rd.,
Central,
Hong Kong. ",(852) 2857-7311,(852) 2517-7799,,,cjt@cspuyuan.com, Others
Wallem Commercial Services Ltd,"Commercial Management, Cargo Management, Asset Protection, Financing and Advisory, Tankers/Chemicals/Gas Chartering","12/F,
Warwick Hse East,
Taikoo Place,
979 King's Road,
Quarry Bay,
Hong Kong.",(852) 2876-8888,(852) 2876-1800,,http://www.wallem.com/,commercial@wallem.com, Shipping Companies
Wallem Group Ltd,"Wallem Group delivers maritime solutions in ship management, ship agency, freight and logistics, ship broking and BPO and IT services.","12th Floor,
Warwick House East,
Taikoo Place,
979 King's Road,
Quarry Bay,
Hong Kong.",(852) 2876-8888,(852) 2876-1888,,http://www.wallem.com,group@wallem.com, Shipping Companies
Wallem shipbroking (HK) Ltd.,"Shipbroking and commerical management services: Newbuilding contracting, sale and purchase, valuations, charting, ship and cargo operations.","12/F,
Warwick Hse East,
Taikoo Place,
979 King's Road,
Quarry Bay,
Hong Kong.",(852) 2876-8800,(852) 2876-1800,,http://www.wallem.com/,sandp@wallem.com, Ship Brokers
Wallem Shipmanagement Ltd,"A division of the Wallem Group, providing technical and commercial management, procurement, crewing and safety services.","12/F,
Warwick House East,
Taikoo Place,
979 King's Road,
Quarry Bay,
Hong Kong.",(852) 2876-8200,(852) 2876-1234,,http://www.wallem.com/,wsmhk@wallem.com, Ship Management
Wallem Shipping (HK) Ltd.,"A division of the Wallem Group, providing full agency, liner and cruise services in Hong Kong, China and across Asia.","9/F Dorset House,
Taikoo Place,
979 King's Road,
Quarry Bay,
Hong Kong ",(852) 2876-8523,(852) 2876-1500 ,,http://www.wallem.com,wshkops@wallem.com , Local Shipping Agents
"Wang Tak Engineering & Shipbuilding Co, Ltd","Over 70-years shipbuilding experience in steel and aluminium passenger crafts, fireboats, patrol boats; repair support for oceangoing vessel visiting HK","3/F,
Wang Tak Building,
85 Hing Wah Street West,
Lai Chi Kok,
Kowloon,
Hong Kong. ",(852) 2746-2888,(852) 2307-5500,,http://www.wangtak.com.hk,info@wangtak.com.hk, Shipyards/Ship Repairers
Wangfoong Transportation Ltd.,Container feeder services between HK & Pearl River Delta; worldwide freight forwarding; project management; heavy equipment and special cargo. ,"2/F & 3/F,
Harbour Commercial Building,
122 Connaught Road Central,
Hong Kong.",(852) 2544-9611 ,(852) 2854-0247,,http://www.wangfoong.com.hk,wfinfo@wangfoong.com.hk," Freight Forwarders/Logistics, Shipping Companies"
Watson Farley & Williams,"Watson Farley & Williams, one of the largest global maritime law firms, delivers technical excellence and industry expertise","Units 1703-07,
One Pacific Place,
88 Queensway,
Hong Kong.",(852) 2918-6700 ,(852) 2918-9777,,http://www.wfw.com,infohk@wfw.com, Maritime Law Firms
Wealth Fair Container Services Ltd,Logistics Services: inventory management container & cargo handling & storage trucking services/container leasing and sale waterfront & barge operations etc.,"Unit 2207-8, 22/F,
Tower 2,
Metroplaza,
223 Hing Fong Road,
Kwai Fong,
Hong Kong.",(852) 3196-2700,(852) 3916-2778,,http://www.wealthfair.com,mail@wealthfair.com, Godowns & Warehouses
Wealth Ocean Services Ltd.,"Shipowners & agency for: Ship management; HK company, flag, CBA registration; Ship licences/ certificate application; Crewing; Bunkering; STCW simulator training.","Room 3707, Tower One,
Lippo Centre,
89 Queensway,
Hong Kong.",(852) 2865-7993,(852) 2866-2027,,,common@wealthocean.com.hk, Ship Management
Weathernews Hong Kong Limited,The world's largest full-service weather company.,"25/F.,
China Hong Kong Tower,
8-12 Hennessy Road,
Wan Chai,
Hong Kong.",(852) 2574-3232,(852) 2574-3366,,http://weathernews.com/TFMS/,lindac@wni.com, Others
Wellbond Company,"[Maritime Telecommunications] Engineering Service & Sales of Marine Electronics Equipment. GMDSS, Magnetic Compass, Gyrocompass, Autopilot & AIS.
[Marine Suppliers (Equipment)] Engineering Service & Sales of Marine Electronics Equipment. GMDSS, Magnetic Compass, Gyro Compass & Autopilot.","Rm.A, 7/Fl.,
Wai Shing Mansion,
62, Wai Ching Street,
Jordan, 
Kowloon,
Hong Kong.",(852) 2409-9788,(852) 2783-0087,,,wellbond@live.hk," Marine Suppliers (Equipment), Maritime Telecommunications"
Wells Marine Agencies,"Full port agency & protective agency in HK & China. Crew handling, cargo logistics, stevedore, chartering, cargo broking, ship supply.","Room 402,
Welland Building,
368 Queen's Rd. Central,
Hong Kong.",(852) 2543-4909,(852) 2543-4130,(051) 94075277 WELL G,,"wellsmar@netvigator.com 
ops@wells-marine.com.hk ", Local Shipping Agents
Wellson International Ltd,Sea & Air service to Worldwide,"12/F, 
Man King Building,
28 Man Wui Street, 
Ferry Point,
Kowloon, 
Hong Kong.",(852) 2850-5662 ,(852) 2851-0115 ,,,welson@netvigator.com , Freight Forwarders/Logistics
Wider Logistics Ltd,Worldwide transport in & out Hong Kong and China by air & sea sevices ,"Room 1723-4,
Pacific Trade Centre,
2 Kai Hing Rd,
Kowloon Bay,
Kowloon,
Hong Kong.",(852) 2754-9507,"(852) 2798-6314
(852) 2305-2803",,http://www.widerlogistics.com,wider@widerhkg.com, Freight Forwarders/Logistics
Wilhelmsen Ship Management Ltd.,WSM is one of the world's largest third party Ship Manager. ,"Units 1610, 16th floor,
West Tower,
Shun Tak Centre,
168-200 Connaught Road, 
Central,
Hong Kong.",(852) 2545-9888,(852) 2544-7005,,http://wilhelmsen.com/shipmanagement,wmanager@wilhelmsen.com, Ship Management
Wilhelmsen Ships Service Ltd.,"Our services in Hong Kong: ship agencies, liner logistics, freight logistics, technical services & marine products.","Room 1807 - 1812, 18/F., 
Lu Plaza,
2 Wing Yip Street,
Kwun Tong,
Kowloon,
Hong Kong.",(852) 2880-1688,(852) 2880-5058,,http://www.wilhelmsen.com/shipsservice,wss-hkg-shipsagency@wilhelmsen.com, Local Shipping Agents
Williamson Marine Service Ltd.,Over 40 years professional underwater repair and maintenance for ocean-going vessels. All major classification societies approved IWS. 24-hour emergency services.,"G/F,
24 Nam Cheong Street,
Sham Shui Po,
Kowloon,
Hong Kong. ",(852) 2394-4241,(852) 2789-8009,,http://www.williamsonmarineserv.com,info@williamsonmarineserv.com," Shipyards/Ship Repairers, Towage & Salvage, Others"
Winbo Shipping Ltd.,"Shipping Agent, Protective Agent, Bunkering, Ship transit Hong Kong waters, Crew matters, Store Supplies etc. ","Room 202, 2/F.,
Wo Hing Commercial Building,
11-15 Wing Wo Street,
Sheung Wan,
Hong Kong.",(852) 2543-3686,(852) 2543-4070,78188 WINBO HX,,winboshp@netvigator.com , Local Shipping Agents
"Wing Yip Shipping & Transportation Co, Ltd","Charter & sale of commercial fast launches with air-conditioning, tug boats, barges, coaches & private cars, local tours and catering. ","Room 3002, 30/F,
Wayland House,
55 Shek Pai Wan Road,
Tin Wan,
Aberdeen,
Hong Kong.",(852) 2300-1816,(852) 2555-6966,,,Wingyip3002@yahoo.com.hk, Passenger Ferry Services
Winner Godown Ltd,"Import / export consolidation, storage and Logistics Services.","9/F.,
Winner Godown Bldg.,
1-9 Sha Tsui Road,
Tsuen Wan,
Hong Kong.",(852) 2408-7221,(852) 2407-6052 ,,,irene@winnerlogistics.com , Godowns & Warehouses
Witech Engineering (HK) Ltd.,"Professional service in deck crane, deck machinery & marine hydraulic, field services on board with spare parts sales.","Unit D, 5/F.,
Good Harvest Centre ,
33 On Chuen St,
Fan Ling,
New Territories,
Hong Kong.",(852) 2450-3688,(852) 2450-3052 ,,,witechfchu@yahoo.com, Shipyards/Ship Repairers
WM Shipping Agency (H.K.) Ltd.,"Shipping Agents, Liner Agents & Logistics Services","22/F, 
East Exchange Tower,
38 Leighton Road, 
Causeway Bay,
Hong Kong.",(852) 2722-1608,(852) 2492-4428,,http://www.wmgroup.hk,OPS@WM.COM.HK, Shipping Companies
World Fuel Services (Singapore) Pte Ltd,"Worldwide bunker traders/brokers in North & South America,Europe, Asia and over 40 offices all around the world.","Rooms 1507-8, 15/F,
Harcourt House, 
39 Gloucester Road,
Wan Chai, 
Hong Kong.",(852) 3476-5001,(852) 2865-1700,85399 OSHK HX,http://www.worldfuel.com,oshk@wfscorp.com, Bunkers
Worldwide Cruise Terminals,Worldwide Cruise Terminals is responsible for the management and operation of the Kai Tak Cruise Terminal.,"1/F,
Kai Tak Cruise Terminal,
33 Shing Fung Road,
Kowloon,
Hong Kong.",(852) 3465-6888 ,(852) 3465-6880,,http://www.kaitakcruiseterminal.com.hk,info@kaitakcruiseterminal.com.hk, Cruise Terminal
Wortech Crane Service Engineering Limited,"We provide all kind Cranes, Hydraulic and Electrical repair service.  We also provide M/E and D/G repair service. ","Room A,8/F,
Excelisior Building,
68-76 Sha Tsui Road,
Tsuen Wan,
N.T.,
Hong Kong.",(852) 3481-9111 ,(852) 3481-9222,,http://www.wortech-crane.com,service@wortech-crane.com, Shipyards/Ship Repairers
Xen Freight Agency Ltd,Transp -forwarder. ,"Room 311, 3/Floor,
Block A,
Wing Hin Factory Building,
No. 31-33 Ng Fong Street,
San Po Kong,
Kowloon,
Hong Kong.",(852) 2408-0033 ,(852) 2750-6717,,http://www.szxenfreight.org,"xenfreight@xenfreight.com.hk 
meki@xenfreight.com.hk", Freight Forwarders/Logistics
Xiamen Harvest Shipping Ltd,Costal feeder operator and shipping agent able to mid-stream operator.,"28/F.,
Excel Centre,
483A Castle Peak Road,
Cheung Sha Wan,
Kowloon,
Hong Kong.",(852) 3416-9000,(852) 3743-5826,62987 EHS HX,http://www.xhsl.com.hk,"hm-tin@xhsl.com.hk
ops@xhsl.com.hk"," Freight Forwarders/Logistics, Local Shipping Agents"
YCH Logistics (HK) Ltd.,"the sevice provide of air, sea, warehouse & logstics service.","3/F &12/F,
Tuen Mun Distribution Centre,
Block 2,
3A Hung Cheung Road,
Tuen Mun, 
New Territories,
Hong Kong.",(852) 2467-9881,(852) 2461-6251 ,,http://www.ych.com,infohk@ych.com, Freight Forwarders/Logistics
Yiu Lian Agency Ltd,"Yiu Lian Harbour Tug Fleet provides towing, escorting, berthing & unberthing services for ocean-going vessels in HK waters.","No 1-7,
Sai Tso Wan Rd,
Tsing Yi Island,
New Territories,
Hong Kong.",(852) 2544-9949,(852) 2581-1418,,,george13@netvigator.com, Towage & Salvage
Yiu Lian Dockyards Limited,"[Shipyards/Ship Repairers] Carry out docking, general repair & conversion to all type of vessels, ship repairing, civil engineering & harbour tug services.
[Towage & Salvage] Yiu Lian Tug Services is the main business of Yiu Lian Dockyards Limited, including towing, escorting, berthing, unberthing & salvage support.","No.1-7 Sai Tso Wan Rd,
Tsing Yi Island,
New Territories,
Hong Kong.","[Shipyards/Ship Repairers]
(852) 2436-7728
[Towage & Salvage] 
(852) 2497-0565","[Shipyards/Ship Repairers] 
(852) 2436-0590
[Towage & Salvage] 
(852) 2435-4270",,http://www.yiulian.com.hk,yltug@yiulian.com.hk ," Shipyards/Ship Repairers, Towage & Salvage"
Zennon & Associates Limited,"Marine and Cargo Survey, Container Inspection, Yacht and Pleasure Craft Survey, Loss Investigation and Adjusting, Claims Handling and Consultant, Recovery","Room 703, 7/F, 
Fook Yip Building,
53-57 Kwai Fung Crescent,
Kwai Chung,
New Territories,
Hong Kong. ",(852) 2866-6480,(852) 2866-6487,,http://www.zennongroup.com,general@zennongroup.com, Surveyors
